year,originPackage,originClass,originLocation,destPackage,destClass,destLocation,duplicateSize
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcSavepointTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcSavepointTest.java|(1987,164,<48,0>,<56,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcRowIdTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(1977,164,<48,0>,<56,5>)",6
2007,base.trunk.src.org.hsqldb.types,BinaryType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(9883,198,<326,0>,<333,9>)",base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(3309,198,<113,0>,<120,9>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(3525,139,<121,0>,<130,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(3085,139,<99,0>,<108,5>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4916,248,<185,0>,<195,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(5057,248,<192,0>,<202,41>)",7
2007,base.trunk.test.org.hsqldb.jdbc,jdbcRowIdTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(1999,234,<47,0>,<58,32>)",base.trunk.test.org.hsqldb.jdbc,jdbcClobTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2084,234,<50,0>,<61,32>)",8
2007,base.trunk.test.org.hsqldb.jdbc,JdbcTestCase,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/JdbcTestCase.java|(16182,165,<376,0>,<383,25>)",base.trunk.test.org.hsqldb.jdbc,jdbcRowIdTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(2025,165,<48,0>,<55,25>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(3778,248,<135,0>,<145,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3789,248,<135,0>,<145,41>)",7
2007,base.trunk.test.org.hsqldb.jdbc,jdbcClobTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2110,165,<51,0>,<58,25>)",base.trunk.test.org.hsqldb.jdbc,jdbcDriverTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDriverTest.java|(1982,165,<46,0>,<53,25>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4804,290,<174,0>,<185,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4544,290,<169,0>,<180,41>)",8
2007,base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(3102,139,<98,0>,<107,5>)",base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(3539,139,<121,0>,<130,5>)",6
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDataSourceFactoryTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceFactoryTest.java|(2030,223,<48,0>,<59,32>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcClobTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2034,223,<50,0>,<61,32>)",8
2007,base.trunk.src.org.hsqldb.types,ClobDataRemoteClient,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobDataRemoteClient.java|(3034,120,<89,0>,<97,5>)",base.trunk.src.org.hsqldb.types,ClobDataMemory,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobDataMemory.java|(3991,120,<136,0>,<144,5>)",6
2007,base.trunk.test.org.hsqldb.jdbc,jdbcConnectionTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(2346,165,<59,0>,<66,25>)",base.trunk.test.org.hsqldb.jdbc,jdbcRowIdTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(2025,165,<48,0>,<55,25>)",5
2007,base.trunk.test.org.hsqldb.jdbc,jdbcClobTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(6228,679,<195,0>,<221,39>)",base.trunk.test.org.hsqldb.jdbc,jdbcNClobTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(6205,680,<195,0>,<221,39>)",15
2007,base.trunk.test.org.hsqldb.jdbc,jdbcDriverTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDriverTest.java|(1956,198,<45,0>,<54,5>)",base.trunk.test.org.hsqldb.jdbc,jdbcCallableStatementTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2269,198,<56,0>,<65,5>)",7
2007,base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(13992,216,<448,0>,<456,9>)",base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(3230,216,<108,0>,<116,9>)",6
2007,base.trunk.test.org.hsqldb.jdbc,jdbcDatabaseMetaDataTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDatabaseMetaDataTest.java|(4516,198,<119,0>,<128,5>)",base.trunk.test.org.hsqldb.jdbc,jdbcSavepointTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSavepointTest.java|(2009,198,<47,0>,<56,5>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,DateTimeType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/DateTimeType.java|(7098,116,<253,0>,<259,9>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,Sort,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/Sort.java|(5562,140,<165,0>,<171,13>)",5
2007,base.trunk.src.org.hsqldb.types,NumberType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(13534,116,<438,0>,<444,9>)",base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(2826,116,<91,0>,<97,9>)",5
2007,base.trunk.src.org.hsqldb,TableWorks,"|java+compilationUnit:///base/trunk/src/org/hsqldb/TableWorks.java|(32805,395,<930,0>,<938,44>)",base.trunk.src.org.hsqldb.types,NumberType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(20662,323,<634,0>,<642,36>)",8
2007,base.trunk.test.org.hsqldb.jdbc,jdbcBlobTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcBlobTest.java|(2050,198,<49,0>,<58,5>)",base.trunk.test.org.hsqldb.jdbc,jdbcRowIdTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(1999,198,<47,0>,<56,5>)",7
2007,base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4056,451,<149,0>,<168,29>)",base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4544,451,<169,0>,<188,29>)",14
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,Sort,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/Sort.java|(5562,140,<165,0>,<171,13>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BooleanType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BooleanType.java|(3082,116,<107,0>,<113,9>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestAllTypes,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestAllTypes.java|(1625,178,<33,0>,<38,26>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.sample,FindFile,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/sample/FindFile.java|(3409,178,<69,0>,<74,26>)",5
2007,base.trunk.src.org.hsqldb.test,TestBug1191815,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBug1191815.java|(3861,158,<117,0>,<123,1>)",base.trunk.src.org.hsqldb.test,TestJDBCSavepoints,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestJDBCSavepoints.java|(16791,158,<503,0>,<509,1>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.rowio,RowOutputBase,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/rowio/RowOutputBase.java|(1893,295,<43,0>,<50,29>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.rowio,RowOutputBinary,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/rowio/RowOutputBinary.java|(1891,295,<43,0>,<50,29>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4804,451,<174,0>,<193,29>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4210,451,<156,0>,<175,29>)",14
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3696,341,<131,0>,<145,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4005,341,<146,0>,<160,41>)",10
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,OtherType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/OtherType.java|(2404,254,<68,0>,<82,35>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/ClobType.java|(2376,186,<63,0>,<73,35>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3599,599,<127,0>,<153,29>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(4046,599,<149,0>,<175,29>)",19
2007,base.trunk.src.org.hsqldb.util,ConnectionDialogSwing,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/ConnectionDialogSwing.java|(13319,335,<379,0>,<393,1>)",base.trunk.src.org.hsqldb.util,ConnectionDialog,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/ConnectionDialog.java|(11199,407,<384,0>,<404,1>)",11
2007,base.trunk.src.org.hsqldb.rowio,RowInputBase,"|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputBase.java|(7022,530,<223,0>,<232,48>)",base.trunk.src.org.hsqldb,Types,"|java+compilationUnit:///base/trunk/src/org/hsqldb/Types.java|(30438,490,<870,0>,<879,44>)",9
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,NumberType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/NumberType.java|(15184,232,<487,0>,<495,9>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/IntervalType.java|(13259,149,<419,0>,<426,9>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4544,451,<169,0>,<188,29>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4874,451,<184,0>,<203,29>)",14
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcStatement,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcStatement.java|(71836,1437,<1753,0>,<1780,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcDatabaseMetaData,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcDatabaseMetaData.java|(261376,1435,<6143,0>,<6170,5>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(4236,248,<157,0>,<167,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4098,248,<150,0>,<160,41>)",7
2007,base.trunk.src.org.hsqldb,DDLParser,"|java+compilationUnit:///base/trunk/src/org/hsqldb/DDLParser.java|(11411,109,<386,0>,<391,5>)",base.trunk.src.org.hsqldb,Parser,"|java+compilationUnit:///base/trunk/src/org/hsqldb/Parser.java|(97855,109,<3450,0>,<3455,5>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb,TriggerDef,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/TriggerDef.java|(8237,323,<232,0>,<238,60>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb,TriggerDefSQL,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/TriggerDefSQL.java|(4782,323,<129,0>,<135,60>)",6
2007,base.trunk.src.org.hsqldb.util,DatabaseManagerSwing,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManagerSwing.java|(49298,389,<1312,0>,<1319,53>)",base.trunk.src.org.hsqldb.util,DatabaseManager,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManager.java|(24375,389,<769,0>,<776,53>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(12988,117,<362,0>,<369,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(56328,117,<1385,0>,<1392,5>)",5
2007,base.trunk.src.org.hsqldb.test,TestDatabaseMetaData,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestDatabaseMetaData.java|(8944,158,<231,0>,<237,1>)",base.trunk.src.org.hsqldb.test,TestBug808460,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBug808460.java|(2932,158,<85,0>,<91,1>)",5
2007,base.trunk.src.org.hsqldb.types,BooleanType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BooleanType.java|(2968,224,<99,0>,<113,9>)",base.trunk.src.org.hsqldb.types,ClobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(2718,224,<83,0>,<97,9>)",10
2007,base.trunk.src.org.hsqldb,TriggerDef,"|java+compilationUnit:///base/trunk/src/org/hsqldb/TriggerDef.java|(7285,212,<177,0>,<189,5>)",base.trunk.src.org.hsqldb,NumberSequence,"|java+compilationUnit:///base/trunk/src/org/hsqldb/NumberSequence.java|(3929,212,<129,0>,<141,5>)",9
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,DatabaseManager,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/DatabaseManager.java|(4961,581,<123,0>,<133,30>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.util,DatabaseManagerSwing,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/util/DatabaseManagerSwing.java|(11764,569,<272,0>,<282,30>)",10
2007,base.trunk.test.org.hsqldb.jdbc,jdbcCallableStatementTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2295,165,<57,0>,<64,25>)",base.trunk.test.org.hsqldb.jdbc,JdbcSuite,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1986,217,<47,0>,<57,25>)",5
2007,base.trunk.src.org.hsqldb.types,CharacterType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(3089,211,<80,0>,<87,36>)",base.trunk.src.org.hsqldb.types,BlobType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2057,211,<50,0>,<57,36>)",5
2007,base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(8757,490,<284,0>,<293,44>)",base.trunk.src.org.hsqldb,Types,"|java+compilationUnit:///base/trunk/src/org/hsqldb/Types.java|(30438,490,<870,0>,<879,44>)",9
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,JdbcSuite,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(4376,236,<96,0>,<109,1>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcDatabaseMetaDataSupportsConvertTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcDatabaseMetaDataSupportsConvertTest.java|(8343,255,<220,0>,<232,1>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(3049,139,<96,0>,<103,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntValueHashMap.java|(3248,139,<104,0>,<111,5>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/IntervalType.java|(13259,149,<419,0>,<426,9>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,DateTimeType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/DateTimeType.java|(7722,149,<275,0>,<282,9>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestCacheSize,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestCacheSize.java|(1652,203,<34,0>,<40,24>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestAllTypes,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestAllTypes.java|(1625,203,<33,0>,<39,24>)",6
2008,hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcSQLXMLTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcSQLXMLTest.java|(2607,164,<66,0>,<74,5>)",hsqldb-svn-r432.base.trunk.test.org.hsqldb.jdbc,jdbcCallableStatementTest,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2238,164,<57,0>,<65,5>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,HashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/HashMap.java|(4805,248,<181,0>,<191,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3789,248,<135,0>,<145,41>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcParameterMetaData,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcParameterMetaData.java|(16072,177,<451,0>,<461,1>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcResultSetMetaData,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(46119,177,<1123,0>,<1133,1>)",8
2007,base.trunk.src.org.hsqldb,TableWorks,"|java+compilationUnit:///base/trunk/src/org/hsqldb/TableWorks.java|(32057,286,<906,0>,<913,36>)",base.trunk.src.org.hsqldb.types,IntervalType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(14491,286,<467,0>,<474,36>)",7
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc,jdbcResultSet,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/jdbcResultSet.java|(301706,1518,<6877,0>,<6905,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.jdbc.pool,ManagedPoolDataSource,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/jdbc/pool/ManagedPoolDataSource.java|(19305,1518,<467,0>,<495,5>)",8
2007,base.trunk.src.org.hsqldb.lib,IntValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntValueHashMap.java|(3990,139,<141,0>,<150,5>)",base.trunk.src.org.hsqldb.lib,LongKeyHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3094,139,<99,0>,<108,5>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestBug808460,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestBug808460.java|(2438,312,<66,0>,<76,34>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.test,TestLikePredicateOptimizations,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/test/TestLikePredicateOptimizations.java|(6185,316,<202,0>,<212,34>)",6
2007,base.trunk.src.org.hsqldb.lib,MultiValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4659,451,<170,0>,<189,29>)",base.trunk.src.org.hsqldb.lib,LongKeyLongValueHashMap,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(5034,451,<191,0>,<210,29>)",14
2007,base.trunk.test.org.hsqldb.jdbc,JdbcSuite,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1960,409,<46,0>,<65,32>)",base.trunk.test.org.hsqldb.jdbc,jdbcRowIdTest,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(1999,234,<47,0>,<58,32>)",8
2007,base.trunk.src.org.hsqldb.types,OtherType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/OtherType.java|(2404,217,<68,0>,<80,5>)",base.trunk.src.org.hsqldb.types,BinaryType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(2531,149,<68,0>,<76,5>)",6
2007,base.trunk.src.org.hsqldb.test,TestJDBCSavepoints,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestJDBCSavepoints.java|(16266,319,<482,0>,<494,34>)",base.trunk.src.org.hsqldb.test,TestBug808460,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBug808460.java|(2438,312,<66,0>,<76,34>)",6
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationMain,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(34689,117,<867,0>,<874,5>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.dbinfo,DatabaseInformationFull,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(109744,117,<2797,0>,<2804,5>)",5
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,BitType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/BitType.java|(2781,332,<89,0>,<101,28>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.types,CharacterType,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/types/CharacterType.java|(5207,332,<168,0>,<180,28>)",8
2008,hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyIntValueHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4005,341,<146,0>,<160,41>)",hsqldb-svn-r432.base.trunk.src.org.hsqldb.lib,IntKeyHashMap,"|java+compilationUnit:///hsqldb-svn-r432/base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(3685,341,<131,0>,<145,41>)",10
2007,base.trunk.src.org.hsqldb.types,NumberType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(27869,198,<855,0>,<864,9>)",base.trunk.src.org.hsqldb.types,DateTimeType,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(12340,198,<420,0>,<429,9>)",7
